-0.140139	51.511115
-0.140066	51.513241
-0.140037	51.511201
-0.1397	51.513478
-0.139693	51.512932
-0.139605	51.513524
-0.139576	51.514981
-0.139539	51.510677
-0.139473	51.513059
-0.1394	51.514039
-0.139349	51.513
-0.139334	51.512877
-0.139334	51.513437
-0.139312	51.512791
-0.139312	51.51361
-0.139224	51.513524
-0.13921	51.512936
-0.13918	51.512854
-0.139107	51.513223
-0.139034	51.512923
-0.139034	51.513337
-0.138961	51.512959
-0.138902	51.513619
-0.138858	51.513328
-0.138837	51.513688
-0.138815	51.513528
-0.138793	51.513638
-0.138756	51.513374
-0.138734	51.513579
-0.13869	51.513087
-0.138646	51.513173
-0.138639	51.512777
-0.138551	51.513392
-0.138507	51.512194
-0.138441	51.513146
-0.138427	51.512736
-0.138397	51.513096
-0.138361	51.513223
-0.138354	51.513041
-0.138346	51.513319
-0.138295	51.513856
-0.138288	51.513647
-0.13828	51.513255
-0.138273	51.512959
-0.138251	51.513592
-0.138236	51.513364
-0.138229	51.512399
-0.138222	51.512909
-0.1382	51.513287
-0.138163	51.511875
-0.138141	51.513433
-0.138141	51.513651
-0.138105	51.512294
-0.138105	51.512422
-0.138068	51.513264
-0.138061	51.512376
-0.138002	51.512317
-0.137988	51.513437
-0.137973	51.514039
-0.137936	51.513109
-0.137929	51.513355
-0.1379	51.514708
-0.137885	51.51305
-0.137885	51.513301
-0.137849	51.513251
-0.137849	51.515619
-0.137841	51.512276
-0.137841	51.513
-0.137819	51.511748
-0.137812	51.513196
-0.137768	51.513141
-0.137717	51.51285
-0.137709	51.514754
-0.137688	51.512344
-0.137666	51.512258
-0.137614	51.512955
-0.137607	51.512381
-0.137556	51.512649
-0.137548	51.513123
-0.137527	51.512809
-0.137497	51.512226
-0.137468	51.513
-0.137461	51.513697
-0.137431	51.51356
-0.137424	51.512668
-0.137395	51.512267
-0.137395	51.513018
-0.13738	51.512627
-0.13738	51.513501
-0.137373	51.513724
-0.137344	51.512212
-0.137344	51.512577
-0.137314	51.513046
-0.137248	51.513314
-0.137219	51.512545
-0.137219	51.514918
-0.137117	51.51448
-0.137095	51.512586
-0.137095	51.513109
-0.137065	51.514672
-0.137014	51.512426
-0.136992	51.513146
-0.136985	51.512622
-0.136963	51.513305
-0.136919	51.514216
-0.136919	51.514453
-0.136875	51.513178
-0.136861	51.513342
-0.136853	51.512677
-0.136802	51.514799
-0.136787	51.513196
-0.13678	51.514002
-0.13678	51.514243
-0.136765	51.513369
-0.136722	51.513897
-0.136714	51.512722
-0.136714	51.513223
-0.136685	51.514089
-0.136678	51.513401
-0.136656	51.512604
-0.136656	51.513797
-0.136634	51.51275
-0.136612	51.513228
-0.136604	51.512545
-0.136582	51.514867
-0.136575	51.512012
-0.136575	51.513428
-0.136539	51.512781
-0.136502	51.513078
-0.136502	51.513811
-0.136465	51.512372
-0.136458	51.513214
-0.136443	51.512813
-0.136429	51.512326
-0.136429	51.51259
-0.136421	51.514526
-0.136392	51.513278
-0.13637	51.51275
-0.136363	51.512513
-0.136363	51.512895
-0.136363	51.515368
-0.136348	51.512235
-0.136319	51.51428
-0.136312	51.513305
-0.136304	51.513023
-0.136282	51.514567
-0.13626	51.512973
-0.136231	51.514307
-0.136224	51.513333
-0.136217	51.512344
-0.136202	51.512722
-0.136202	51.513538
-0.136202	51.514485
-0.13618	51.512294
-0.136173	51.51387
-0.136151	51.512677
-0.136136	51.512235
-0.136136	51.512818
-0.136136	51.51336
-0.136136	51.51356
-0.136121	51.513979
-0.136099	51.513893
-0.136099	51.514512
-0.136085	51.512763
-0.136085	51.512927
-0.136063	51.512148
-0.136063	51.513583
-0.136056	51.512599
-0.136048	51.513387
-0.136041	51.514767
-0.136019	51.512895
-0.136012	51.512554
-0.136004	51.511871
-0.136004	51.512955
-0.136004	51.514535
-0.135997	51.513925
-0.135982	51.51361
-0.135968	51.514029
-0.135953	51.512927
-0.135924	51.512977
-0.135909	51.512454
-0.135902	51.513629
-0.135895	51.511962
-0.135887	51.514057
-0.135865	51.512955
-0.135865	51.513205
-0.135858	51.51397
-0.135851	51.511921
-0.135836	51.513005
-0.135821	51.51315
-0.135814	51.51366
-0.135799	51.51408
-0.135785	51.513105
-0.135777	51.511857
-0.135777	51.512458
-0.135763	51.515027
-0.135748	51.513064
-0.135719	51.512982
-0.135719	51.514335
-0.135675	51.512927
-0.135668	51.513706
-0.135668	51.514275
-0.135646	51.514453
-0.135638	51.512877
-0.135587	51.513729
-0.135573	51.514157
-0.135573	51.514366
-0.135565	51.514681
-0.135536	51.512759
-0.135536	51.514307
-0.135514	51.51208
-0.135499	51.513756
-0.135485	51.514048
-0.135455	51.512035
-0.135455	51.51269
-0.135426	51.51213
-0.135419	51.514161
-0.135412	51.513597
-0.135404	51.513943
-0.135404	51.515109
-0.135353	51.512649
-0.135346	51.513415
-0.135346	51.51408
-0.135324	51.513624
-0.135251	51.513401
-0.135251	51.515163
-0.135236	51.513656
-0.135207	51.513911
-0.135199	51.513205
-0.135192	51.511925
-0.135177	51.513469
-0.13517	51.511752
-0.135141	51.513146
-0.135133	51.512718
-0.135097	51.513087
-0.135068	51.513524
-0.135024	51.512467
-0.135009	51.51239
-0.135002	51.513834
-0.134987	51.512012
-0.134987	51.512089
-0.134987	51.515441
-0.134958	51.512777
-0.134921	51.51336
-0.134914	51.512422
-0.134914	51.513528
-0.134892	51.513975
-0.134863	51.514407
-0.134833	51.512449
-0.134826	51.512331
-0.134804	51.51479
-0.134797	51.513756
-0.13476	51.512572
-0.13476	51.513364
-0.134724	51.513314
-0.134716	51.513633
-0.134687	51.514412
-0.134665	51.512417
-0.134665	51.514171
-0.134658	51.513223
-0.134628	51.511725
-0.134614	51.512399
-0.134614	51.513173
-0.134607	51.513966
-0.134599	51.511975
-0.13457	51.512071
-0.134548	51.512417
-0.134541	51.511078
-0.134533	51.513091
-0.134526	51.512308
-0.134519	51.513433
-0.134489	51.514134
-0.134482	51.515819
-0.134475	51.513027
-0.134453	51.514084
-0.134431	51.512982
-0.134394	51.512927
-0.13438	51.514262
-0.134365	51.514002
-0.134314	51.512841
-0.134306	51.510468
-0.134306	51.513742
-0.134284	51.510996
-0.134255	51.514439
